id,sampled,region,elevation,site,horizon,date,time,cbh,latitude,longitude,elevation,env conditions,comments,soil_temp,soil_moisture,light,air_temp,soil_ph,Soil Location 1 Average Soil Temp,Soil Measurement Location 1 replicate 1: Soil Temperature (SMLST1.1),SMLST1.2,SMLST1.3,Soil Location 1 Average Soil Moisture (%),Soil Measurement Location 1 replicate 1: Soil Moisture (SMLSM1.1),SMLSM1.2,SMLSM1.3,Soil Location 1 Average Light,Soil Measurement Location 1 replicate 1: Light (SMLL1.1)- (kLX),SMLL1.2,SMLL1.3,Soil Location 1 Average Air Temp,Soil Measurement Location 1 replicate 1: Air Temperature (SMLAT1.1),SMLAT1.2,SMLAT1.3,Soil Location 1 Average Soil pH,Soil Measurement Location 1 replicate 1: pH (SMLpH1.1),SMLpH1.2,SMLpH1.3,Soil Location 2 Average Soil Temp,Soil Measurement Location 2 replicate 1: Soil Temperature (SMLST2.1),SMLST2.2,SMLST2.3,Soil Location 2 Average Soil Moisture,Soil Measurement Location 2 replicate 1: Soil Moisture (SMLSM2.1),SMLSM2.2,SMLSM2.3,Soil Location 2 Average Light,Soil Measurement Location 2 replicate 1: Light (SMLL2.1)- (kLX),SMLL2.2,SMLL2.3,Soil Location 2 Average Air Temp,Soil Measurement Location 2 replicate 1: Air Temperature (SMLAT2.1),SMLAT2.2,SMLAT2.3,Soil Location 2 Average Soil pH,Soil Measurement Location 2 replicate 1: pH (SMLpH2.1),SMLpH2.2,SMLpH2.3,Soil Location 3 Average Soil Temp,Soil Measurement Location 3 replicate 1: Soil Temperature (SMLST3.1),SMLST3.2,SMLST3.3,Soil Location 3 Average Soil Moisture,Soil Measurement Location 3 replicate 1: Soil Moisture (SMLSM3.1),SMLSM3.2,SMLSM3.3,Soil Location 3 Average Light,Soil Measurement Location 3 replicate 1: Light (SMLL3.1)- (kLX),SMLL3.2,SMLL3.3,Soil Location 3 Average Air Temp,Soil Measurement Location 3 replicate 1: Air Temperature (SMLAT3.1),SMLAT3.2,SMLAT3.3,Soil Location 3 Average Soil pH,Soil Measurement Location 3 replicate 1: pH (SMLpH3.1),SMLpH3.2,SMLpH3.3,Stand Density (w/in 10m),North (N),Northeast (NE),East (E),Southeast (SE),South (S),Southwest (SW),West (W),Northwest (NW),Average Stand Composition,North (N),Northeast (NE),East (E),Southeast (SE),South (S),Southwest (SW),West (W),Northwest (NW)
SW-ASP-High-02-O,Aspen,SW,High,2,O,7/6/25,1408,73,42.600806,-109.167293,9116,,,59.95555556,30.11111111,47071.66667,71.2,7.022222222,56.63333333,57.7,56.1,56.1,39,41,37,39,58200,73500,67700,33400,71.2,71.2,71.2,71.2,6.9,6.4,7.1,7.2,61.53333333,61.5,62.8,60.3,18.33333333,28,9,18,25215,17400,645,57600,71.2,71.2,71.2,71.2,7.133333333,7.1,7.2,7.1,61.7,64,60.8,60.3,33,17,41,41,57800,56700,65900,50800,71.2,71.2,71.2,71.2,7.033333333,6.6,7.2,7.3,40,1,3,13,6,7,4,6,0,,,,,,,,,
SW-ASP-High-03-O,Aspen,SW,High,3,O,7/6/25,1503,94,42.600064,-109.169241,9022,,,56.87777778,26.33333333,8811.111111,71.2,6.966666667,56.9,57,57,56.7,30.66666667,40,27,25,11700,10000,10700,14400,71.2,71.2,71.2,71.2,7.166666667,6.9,7.2,7.4,56.63333333,57.7,55,57.2,24.66666667,19,22,33,7833.333333,8500,7300,7700,71.2,71.2,71.2,71.2,7.3,7.2,7.3,7.4,57.1,58.5,57.2,55.6,23.66666667,27,23,21,6900,6700,7500,6500,71.2,71.2,71.2,71.2,6.433333333,6.4,6.5,6.4,92,10,10,12,10,22,4,11,13,,,,,,,,,
SW-ASP-Mid-01-O,Aspen,SW,Mid,1,O,7/6/25,1755,83,42.562683,-109.188555,8436,,,59.23333333,29,3077.777778,71.4,7.311111111,59.46666667,60.4,59.9,58.1,31,30,34,29,2666.666667,2100,2900,3000,71.4,71.4,71.4,71.4,7.166666667,6.9,7.2,7.4,59.13333333,59.9,59,58.5,20.33333333,29,14,18,2900,2900,3100,2700,71.4,71.4,71.4,71.4,7.3,7.1,7.3,7.5,59.1,58.8,58.8,59.7,35.66666667,34,37,36,3666.666667,3800,4000,3200,71.4,71.4,71.4,71.4,7.466666667,7.2,7.4,7.8,61,10,10,2,6,8,4,15,6,,,,,,,,,
SW-ASP-Mid-02-O,Aspen,SW,Mid,2,O,7/7/25,1730,77,42.588703,-109.181493,8745,,Categorized as Mid but is actually high elevation. Had trouble finding stands of Mid in the SW that were not part of the same clonal system. ,52.58888889,25.22222222,3677.777778,71.8,6.555555556,54.7,54.7,54,55.4,31.66666667,30,35,30,4633.333333,4700,4600,4600,71.8,71.8,71.8,71.8,6.3,6.2,6.3,6.4,51.26666667,50.9,51.8,51.1,25.66666667,25,21,31,3133.333333,2800,2700,3900,71.8,71.8,71.8,71.8,6.566666667,6.3,6.7,6.7,51.8,51.8,51.8,51.8,18.33333333,21,19,15,3266.666667,3300,3300,3200,71.8,71.8,71.8,71.8,6.8,6.5,6.9,7,52,9,3,15,8,8,3,4,2,,,,,,,,,
SW-ASP-Mid-03-O,Aspen,SW,Mid,3,O,7/8/25,1553,92,42.585895,-109.103985,8790,,,55.63333333,11.88888889,3455.555556,79,7.122222222,57,56.3,56.8,57.9,12.33333333,12,11,14,4600,4400,4600,4800,79,79,79,79,7.266666667,7,7.3,7.5,56.5,56.3,56.7,56.5,12.33333333,11,12,14,3366.666667,2600,3400,4100,79,79,79,79,7.2,6.9,7.2,7.5,53.4,53.2,53.8,53.2,11,11,12,10,2400,2400,2400,2400,79,79,79,79,6.9,6.6,7.1,7,41,4,5,9,5,7,1,7,3,,,,,,,,,
SW-ASP-Low-01-O,Aspen,SW,Low,1,O,7/7/25,1115,110,42.576458,-109.2463413,8001,,,52.95555556,21.11111111,25855.55556,72.3,7.288888889,52.5,52.5,52.3,52.7,15.66666667,13,16,18,4033.333333,4400,4400,3300,72.3,72.3,72.3,72.3,7.4,7.2,7.4,7.6,53.33333333,53.8,53.1,53.1,19,17,25,15,67966.66667,67500,67900,68500,72.3,72.3,72.3,72.3,7.166666667,7.1,7.2,7.2,53.03333333,53.2,53.2,52.7,28.66666667,23,31,32,5566.666667,5800,5400,5500,72.3,72.3,72.3,72.3,7.3,7,7.5,7.4,59,10,8,7,8,4,10,2,10,,,,,,,,,
SW-ASP-Low-02-O,Aspen,SW,Low,2,O,7/7/25,1228,68,42.580066,-109.253738,8040,,,61.93333333,33.55555556,60311.11111,83.9,7.544444444,61.56666667,62.4,61,61.3,27.33333333,30,30,22,53266.66667,22800,66100,70900,83.9,83.9,83.9,83.9,7.566666667,7.4,7.6,7.7,63.4,65.5,61.7,63,34.66666667,28,38,38,68300,64800,72400,67700,83.9,83.9,83.9,83.9,7.366666667,7.2,7.4,7.5,60.83333333,62.8,60.3,59.4,38.66666667,32,41,43,59366.66667,37600,71700,68800,83.9,83.9,83.9,83.9,7.7,7.5,7.7,7.9,53,6,8,1,9,5,5,10,9,,,,,,,,,
SW-ASP-Low-03-O,Aspen,SW,Low,3,O,7/8/25,1026,71,42.557731,-109.196422,8167,,,56.12222222,31.22222222,45344.44444,79.7,7.422222222,54.23333333,54.1,54.3,54.3,31,34,32,27,60200,62900,69900,47800,79.7,79.7,79.7,79.7,7.233333333,7.1,7.3,7.3,57.76666667,57.6,58.1,57.6,37.66666667,38,36,39,63633.33333,61100,64600,65200,79.7,79.7,79.7,79.7,7.366666667,7.2,7.3,7.6,56.36666667,56.8,56.5,55.8,25,31,21,23,12200,10600,13700,12300,79.7,79.7,79.7,79.7,7.666666667,7.6,7.7,7.7,44,6,7,8,0,6,6,5,6,,,,,,,,,
SW-MD-Mid-01-O,Meadow,SW,Mid,1,O,7/8/25,1215,0,42.591336,-109.108576,8807,,"Meadow with lodgepole bordering one side, aspen on other. Grazed, but not sure how regularly (or grazing density).",65.8,11.66666667,66966.66667,95.2,6.933333333,65.8,65.7,66.2,65.5,11.66666667,13,13,9,66966.66667,66800,66800,67300,95.2,95.2,,,6.933333333,6.7,7,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SW-MD-Mid-02-O,Meadow,SW,Mid,2,O,7/8/25,1248,0,42.591582,-109.180482,8775,,,67.93333333,13.33333333,70400,95.2,6.866666667,67.93333333,69.1,66.9,67.8,13.33333333,16,13,11,70400,70200,70800,70200,95.2,95.2,,,6.866666667,6.4,7.2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SW-MD-Mid-03-O,Meadow,SW,Mid,3,O,7/8/25,1321,0,42.591805,-109.180152,8760,,,67.63333333,13,70633.33333,95.2,6.733333333,67.63333333,68.5,66.2,68.2,13,14,13,12,70633.33333,72300,69500,70100,95.2,95.2,,,6.733333333,6.4,6.9,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
